,business_id ,categories,city,is_open,latitude,longitude,postal_code,pricerange,review_count,stars,state
46054,dDZqtA1me453GrMtpcpYOQ,"['Sandwiches', 'Restaurants', 'Food Delivery Services', 'Food', 'Delis']",Tempe,1,33.3792519,-111.9299424,85282,1,58,3.0,AZ
46057,o1O-3ztrp6tFCWOrblYccQ,"['Chinese', 'Restaurants']",Gilbert,0,33.333655,-111.806298,85233,1,4,2.5,AZ
46058,-gSzbTfD08Amjqv-YvvoJA,"['Restaurants', 'Bars', 'Chicken Wings', 'American (Traditional)', 'Nightlife', 'Sports Bars']",Gilbert,0,33.3494498,-111.8219701,85233,2,54,3.0,AZ
46060,2UQESr5pUBW5hHf6Y0XCIQ,"['Food Delivery Services', 'Delis', 'Food', 'Restaurants', 'Sandwiches']",Scottsdale,1,33.6263425,-111.9247272,85254,1,76,2.5,AZ
46061,JWqc2Nost9wDFrbBhnCUAw,"['Food', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Burgers']",Glendale,1,33.6386164451,-112.22413106,85308,1,40,3.5,AZ
46066,6CPdIWgbsyd0yX_QSInURw,"['American (New)', 'Breakfast & Brunch', 'Restaurants']",Phoenix,0,33.579999,-112.118976,85051,1,21,3.5,AZ
46070,poX-2lODvtmkR6pve8FXFA,"['Burgers', 'Restaurants', 'American (Traditional)', 'Fast Food']",Phoenix,1,33.508901,-112.063091,85014,1,159,3.5,AZ
46077,HTZ5flpShCjnNA5XdtAVhQ,"['Restaurants', 'Mexican']",Phoenix,0,33.50913,-112.090923,85013,1,3,2.5,AZ
46080,M_DAQgU0DSZS7AzqNa9wkA,['Restaurants'],Mesa,0,33.413158,-111.875779,85202,2,11,4.5,AZ
46084,ng8vj7q4kFt7d4Ud4lBhHQ,"['Sushi Bars', 'Restaurants']",Phoenix,0,33.3306902,-111.9785992,85044,2,191,3.5,AZ
46085,500kTVSmuL1Z4K5euCFuBw,"['Restaurants', 'Pizza']",Gilbert,1,33.29672,-111.78854,85295,2,4,2.5,AZ
46089,ikaff3b56-CXzXADJ6uY6w,"['Breakfast & Brunch', 'Restaurants', 'American (Traditional)', 'Diners']",Mesa,1,33.4147447,-111.6288033,85207,1,23,4.0,AZ
46090,Eb_k0Ut7ScXlNEv2QFZujA,"['Restaurants', 'Burgers', 'American (Traditional)']",Mesa,1,33.3938864,-111.6912127,85206,2,76,3.5,AZ
46092,VVXacw-UP8DBANGcB_ezwg,"['Fast Food', 'Restaurants', 'Burgers']",Glendale,1,33.509694957,-112.184777074,85301,1,5,2.0,AZ
46094,2c9Vptks_vowLgVUMnCgjw,"['Gastropubs', 'Restaurants', 'Nightlife', 'Desserts', 'Country Dance Halls', 'Breakfast & Brunch', 'Food', 'Music Venues', 'Whiskey Bars', 'Bars', 'American (New)', 'Arts & Entertainment']",Scottsdale,1,33.501037,-111.922358,85251,2,347,3.5,AZ
46098,656XUeBmMzyvU62yYHptxQ,"['Fast Food', 'Chicken Wings', 'Restaurants']",Phoenix,0,33.6391653,-112.0308661,85032,0,4,2.0,AZ
46099,VIVdyOc5dWBMWdtzM-Hw2A,"['Restaurants', 'Fast Food', 'Sandwiches']",Phoenix,1,33.6384468,-111.9804987,85032,1,12,4.0,AZ
46106,UsJMY1BCxlZUs614ONTlfg,"['Bars', 'Restaurants', 'Irish', 'Sports Bars', 'Nightlife']",Glendale,0,33.6390308,-112.1850369,85308,2,35,3.5,AZ
46113,8-_jXGGDFPFAPB4r1x-81w,"['American (New)', 'Event Planning & Services', 'Restaurants', 'Food', 'Venues & Event Spaces', 'Beer', 'Wine & Spirits', 'Food Court']",Phoenix,1,33.519553,-112.0651591,85014,2,490,3.5,AZ
46119,DE37j9FjAfysF5q7jQ507Q,"['Salad', 'American (Traditional)', 'Food', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'American (New)']",Phoenix,1,33.658618927,-111.956581116,85054,1,26,4.0,AZ
46123,_4Gpn_NIM94D9OFucgfaJQ,"['Nightlife', 'Steakhouses', 'American (Traditional)', 'Restaurants', 'Lounges', 'Seafood', 'Bars']",Scottsdale,1,33.6240763,-111.930562,85254,4,525,4.0,AZ
46137,n5kE1rfkqaj-HwnGcE2HLA,"['Restaurants', 'Burgers', 'Fast Food']",Glendale,1,33.5095967,-112.2050201,85303,2,8,1.0,AZ
46142,LWkE8aFx5FpfzzLvyyCC-Q,"['Restaurants', 'American (New)']",Scottsdale,0,33.750575,-111.860187,85262,2,12,4.5,AZ
46143,vGDhK2Lc4Np5iZYZ7FG0QA,"['Restaurants', 'Mexican', 'Specialty Food', 'Food']",Phoenix,0,33.5378928,-112.0551005,85020,1,133,4.5,AZ
46144,Swhv4VIfKYm2lvKVlHQK4A,"['Sandwiches', 'Fast Food', 'Restaurants']",Mesa,1,33.3930711,-111.7877742,85204,1,4,3.5,AZ
46146,3i1RdbJmqLJOxc5uucarVg,"['Restaurants', 'American (Traditional)', 'Fast Food', 'Chicken Wings']",Scottsdale,1,33.5384109,-111.8878563,85250,1,35,2.0,AZ
46152,ELxoOY2F-1jSb8mqyN7Zbg,"['Restaurants', 'Mexican']",Phoenix,0,33.5088898,-112.046771,85016,1,17,3.5,AZ
46155,k1b-NDkUJezit4LHL0Q55A,"['Tex-Mex', 'Mexican', 'Fast Food', 'Restaurants']",Gilbert,1,33.33595,-111.75707,85296,1,14,3.5,AZ
46159,G_-QslUoO1IsJGgSMN0rAA,"['Nightlife', 'American (New)', 'Restaurants', 'Bars']",Chandler,0,33.3049257,-111.9519663,85226,1,4,3.5,AZ
46160,CsdDwluwDz6NpiSx3QfToA,"['Food', 'Restaurants', 'Pizza']",Glendale,1,33.5675177,-112.1703705,85302,2,8,3.5,AZ
46169,_ax_jfISiBZ4JSTHrI4xJA,"['American (New)', 'Restaurants', 'American (Traditional)', 'Nightlife', 'Bars']",Gilbert,1,33.3041916,-111.7888358,85295,2,212,4.0,AZ
46170,uhroo5AV1dcCHpI6ZQIj8w,"['Seafood', 'Fast Food', 'Mexican', 'Event Planning & Services', 'Caterers', 'Restaurants']",Gilbert,1,33.335884,-111.8089404,85234,1,58,3.5,AZ
46181,hvOE0XwbC4UPfuHHiC_frg,"['Nightlife', 'Mexican', 'Sports Bars', 'Bars', 'Restaurants']",Glendale,0,33.6534885838,-112.233707732,85308,2,15,2.0,AZ
46182,TJcmYoyhMvgMj9YmtvGuPg,"['Restaurants', 'Spanish']",Glendale,0,33.6538699,-112.1862539,85308,2,8,2.5,AZ
46186,PL3WCtkRCF2Q904YmMor-Q,"['Italian', 'Salad', 'Restaurants', 'Sandwiches', 'Soup']",Scottsdale,1,33.7007176275,-111.888897889,85255,2,28,4.5,AZ
46189,bL6jQdJPaYRcCj4vIuT0eQ,"['Mexican', 'Restaurants']",Tempe,1,33.4151109,-111.9180356,85281,1,50,3.0,AZ
46192,Q1itFc-ptu1hGIAMWU0qBw,"['Restaurants', 'Food', 'American (Traditional)', 'Bakeries']",Sun City,1,33.6375174,-112.2707773,85351,2,26,2.5,AZ
46195,b5OTjiOjEg_UkmObTVnf2A,"['Sandwiches', 'Delis', 'Restaurants']",Phoenix,1,33.4797954,-111.9854703,85018,1,34,2.5,AZ
46218,o6s39LHk5pxz9KM9ySgHjA,"['Restaurants', 'Burgers', 'Fast Food']",Phoenix,1,33.3784241,-112.0291231,85042,1,16,1.5,AZ
46219,_9VQUKCkYWHfUTnxbn4O_A,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Barbeque']",Mesa,1,33.3937008292,-111.841277964,85210,2,75,3.5,AZ
46222,wopyolJM2hOAt3dPRmahNA,"['Steakhouses', 'American (New)', 'Sandwiches', 'American (Traditional)', 'Salad', 'Restaurants', 'Barbeque']",Tempe,1,33.3383358638,-111.970397358,85284,2,124,3.5,AZ
46227,eWVgtAQ3Z-bFRBat8nICLg,"['American (New)', 'Restaurants']",Mesa,1,33.4907391,-111.6705522,85207,2,34,3.0,AZ
46228,aBmuthrQ7yP8cnbgkxU5Ug,"['Pizza', 'Greek', 'Restaurants', 'Italian']",Phoenix,1,33.4880275,-112.0299544,85016,1,56,3.5,AZ
46252,lyTIuSgPdyRMx3l7xPzl3A,"['Restaurants', 'Mexican']",Phoenix,1,33.386429,-112.072962,85042,2,14,4.0,AZ
46253,oQht4pqRMQAcPe4xhVMglw,"['Burgers', 'Restaurants']",Gilbert,1,33.2768743524,-111.788093159,85297,1,16,2.5,AZ
46255,Ue4wtaeyhPKvdkXlULimCw,"['Bakeries', 'Sandwiches', 'Restaurants', 'Coffee & Tea', 'Food']",Tempe,1,33.3353532,-111.911971,85284,1,83,4.0,AZ
46259,CLwwfGV6SJ50fl3ZCK6C3g,"['Sandwiches', 'Fish & Chips', 'Seafood', 'Fast Food', 'Restaurants', 'Desserts', 'Food']",Avondale,1,33.438335,-112.34994,85323,1,25,3.5,AZ
46265,p3PXnVEnHQJ2hAJyL8DutA,"['Restaurants', 'Breakfast & Brunch']",Phoenix,0,33.5196878,-112.0977894,85015,1,4,3.0,AZ
46268,jbwyl98wXrEKDkgFz2PiwQ,"['Sandwiches', 'Food Delivery Services', 'Delis', 'Restaurants', 'Food']",Tempe,1,33.3495856,-111.9498181,85284,1,67,3.5,AZ
46278,lt17Ba_CHc8ENkE38KRv_A,"['Pizza', 'Do-It-Yourself Food', 'Restaurants', 'Food']",Gilbert,0,33.3107142143,-111.771969348,85295,2,6,3.5,AZ
46284,1BOxJB1iPx32lYPS0wBS5g,"['Food', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Fast Food']",Glendale,1,33.6261448,-112.1868521,85306,1,18,3.0,AZ
46286,G81PxmvajV-M-fZWopK4kg,"['Restaurants', 'Mexican', 'Fast Food']",Phoenix,1,33.4666674884,-111.987754706,85008,1,31,3.5,AZ
46287,IR21NrXBSkOXSntPKtgEZg,"['Breakfast & Brunch', 'American (Traditional)', 'Nightlife', 'Restaurants', 'Venues & Event Spaces', 'Event Planning & Services', 'Bars']",Phoenix,1,33.4531351,-111.9893905,85008,2,24,3.0,AZ
46291,EvDUi_H6-JG3QfGWiInAlw,"['American (Traditional)', 'Breakfast & Brunch', 'Mexican', 'Restaurants']",Chandler,1,33.2830056,-111.9717336,85226,2,39,2.0,AZ
46305,CRVtzesMuwHK-phmS_ojaA,"['Pizza', 'Chicken Wings', 'Italian', 'Restaurants']",Tempe,1,33.3915417,-111.9386689,85282,1,417,4.0,AZ
46310,VYuMUCoN6LWTxM80_itq1Q,"['Restaurants', 'Burgers', 'American (Traditional)', 'Chicken Wings']",Phoenix,0,33.677102,-111.975283,85050,2,183,3.5,AZ
46312,xQkYCap-n_ZB5c-1BvUnuw,"['Fast Food', 'Mexican', 'Restaurants']",Phoenix,1,33.5090816,-112.1523747,85031,2,8,2.0,AZ
46326,Kl4jN1WUFX67JRE40QVrcg,"['Mexican', 'Restaurants']",Phoenix,0,33.538927,-112.048079,85020,2,10,3.0,AZ
46327,5h2DIYpfzc7KDTFg18uuew,"['Chinese', 'Restaurants']",Mesa,1,33.4082532,-111.8014678,85204,1,51,4.0,AZ
46331,Tf_VSzdWojiJNwNUQ3j4ZA,"['Breakfast & Brunch', 'Restaurants']",Cave Creek,1,33.8166199,-111.9543019,85331,1,43,3.5,AZ
46342,U6eg7zI-0TosgVvmrOtlZg,"['American (Traditional)', 'Nightlife', 'Sports Bars', 'Restaurants', 'Bars', 'Burgers']",Phoenix,1,33.4781864,-112.2201081,85035,2,44,2.0,AZ
46344,rT8DwZu7pvuWKRM1nwVuug,"['Restaurants', 'Chinese']",Phoenix,1,33.546583,-112.0469306,85020,1,32,3.5,AZ
46346,0H9bomdciJmcqfojkxLnsA,"['Japanese', 'Restaurants', 'Sushi Bars', 'Asian Fusion']",Mesa,1,33.3812621,-111.7533744,85204,1,143,3.5,AZ
46351,Ba1mUpWmKzQ0v-yb2PA17Q,"['Restaurants', 'Sandwiches']",Chandler,0,33.2999479471,-111.841702783,85225,1,22,4.0,AZ
46357,5Je2-6KDxPQJZdItfo1ngg,"['Chinese', 'Buffets', 'Restaurants']",Phoenix,0,33.494228,-112.173698,85031,1,10,2.5,AZ
46370,tU90S8KAgeg_2dZQeYfg0w,"['Restaurants', 'Food', 'Donuts', 'Bagels', 'Breakfast & Brunch']",Phoenix,1,33.3789419421,-112.134609198,85339,1,125,5.0,AZ
46383,irYAkavSVtIEyGOsHK-yPw,"['American (New)', 'Restaurants', 'Caterers', 'Sandwiches', 'Salad', 'Event Planning & Services']",Phoenix,1,33.4667324,-112.0727233,85004,2,44,3.5,AZ
46384,si0aURvXxdwP04oJqkr_zA,"['Mexican', 'Restaurants']",Scottsdale,1,33.6700327152,-111.90435648,85255,2,201,4.0,AZ
46386,Zto7klfy9Opk65ABzZS1qw,"['Mexican', 'Restaurants']",Mesa,1,33.3941478,-111.7515039,85206,1,20,2.5,AZ
46387,LTtXEZOUVcbd4sZ3dQwg9A,"['Restaurants', 'Cafes']",Tempe,1,33.42948,-111.9330574,85281,0,8,2.0,AZ
46400,mFeonrNcF_i6KTQ2KCVgjQ,"['Nightlife', 'Sports Bars', 'Bars', 'Restaurants', 'Pizza']",Avondale,1,33.4671731,-112.3392205,85392,2,6,3.0,AZ
46401,CdpBVSkL2Pljj-yP0ihb_w,"['Thai', 'Restaurants']",Avondale,1,33.4927898356,-112.332560223,85392,2,166,4.0,AZ
46407,Sav4EJZSG7p--09DTHt5mg,"['Restaurants', 'Mexican']",Phoenix,0,33.640076,-112.004291,85032,1,13,4.0,AZ
46412,YPvoQ-DYNvshlBIJh_Xq9g,"['Burgers', 'Restaurants']",Goodyear,1,33.4513323,-112.3587558,85338,1,8,3.0,AZ
46415,xHNLor7CQxwg__q3AV6org,"['Restaurants', 'Italian']",Phoenix,0,33.3050646,-111.9985862,85048,2,6,4.5,AZ
46416,9GUWNQ98sQN7k2UFbsBNng,"['Mediterranean', 'Greek', 'Middle Eastern', 'Restaurants']",Glendale,1,33.7137834841,-112.20070631,85310,1,122,4.5,AZ
46419,FcEpsffXdHAr7_D8V5kCGw,"['Fast Food', 'Restaurants', 'Japanese', 'Food']",Phoenix,0,33.5849779664,-112.013456468,85028,1,57,4.5,AZ
46420,2F2xrnxCJ_WdXfWGxJcn_g,"['Restaurants', 'Pizza']",Phoenix,1,33.6264184,-112.0132464,85032,1,8,2.0,AZ
46421,mic2Qh5eWrp6ppDwTE6cLQ,"['Barbeque', 'Restaurants']",Phoenix,0,33.6119171,-112.0125521,85032,1,29,2.5,AZ
46423,yIiply1esvaWxY36vdh3wA,"['Restaurants', 'Mexican']",Phoenix,0,33.448717,-112.059954,85034,2,82,3.5,AZ
46427,y1-FeVRdx0GhgtZKWghKXA,"['Restaurants', 'Tacos', 'Mexican']",Phoenix,1,33.3913622693,-112.083070467,85041,1,9,5.0,AZ
46439,MHtCkdnO63-SQAFv11b2dQ,"['Burgers', 'Restaurants']",Glendale,0,33.5382637,-112.1819148,85301,1,36,3.0,AZ
46445,Ml88ew4fKBMTqGWui0rg7A,"['Restaurants', 'Food', 'Barbeque']",Gilbert,0,33.299788968,-111.743412209,85295,1,52,3.5,AZ
46449,tt1ERGD9RSfQIwX2ANyJ1g,"['Restaurants', 'Indian']",Phoenix,0,33.5984581,-111.9794097,85032,1,36,3.0,AZ
46450,4HEF6BuO_BBsTmvcMCbhhg,"['Lounges', 'American (Traditional)', 'Food', 'Wine Bars', 'Italian', 'Cheese Shops', 'Restaurants', 'Meat Shops', 'Nightlife', 'Grocery', 'Bars', 'Breakfast & Brunch', 'American (New)', 'Specialty Food']",Scottsdale,1,33.6250956491,-111.923497359,85254,2,179,4.5,AZ
46466,JJhnw7WJDuMHtK5i30EpGQ,"['Restaurants', 'Mexican']",Phoenix,0,33.5100571,-112.0143931,85016,1,137,3.5,AZ
46469,qvgH65kVn42Ulf_tJBnZdA,"['Mexican', 'Restaurants']",Gilbert,0,33.31081,-111.772012,85296,1,12,2.5,AZ
46477,cypMhn7p-a71AYpXCvgfpg,"['American (New)', 'Restaurants']",Scottsdale,0,33.727274,-111.851714,85262,3,8,4.0,AZ
46482,gi5NJIpne6uDe11yT_Koxg,"['Japanese', 'Restaurants', 'Sushi Bars']",Cave Creek,0,33.742803,-111.9782519,85331,2,6,3.0,AZ
46487,x4RtR4O2lfRqUFLO0zifAw,"['Sandwiches', 'Fast Food', 'Restaurants', 'Salad']",Tempe,1,33.4062526509,-111.925877161,85282,1,4,3.5,AZ
46492,fK6Y7qF0ek4iR_Dt46nxuA,"['Latin American', 'Salvadoran', 'Restaurants']",Phoenix,1,33.4939138127,-112.185856925,85033,1,15,3.5,AZ
46493,qC0Di2wDeUBMSMbz6fdYBw,"['Steakhouses', 'American (Traditional)', 'Restaurants']",Scottsdale,0,33.4716681,-111.9265148,85257,2,133,4.0,AZ
46494,OogWf7ikES5VofPrC7epRw,"['Restaurants', 'Food', 'Fast Food', 'Sandwiches']",Scottsdale,1,33.4666105,-111.9140909,85257,1,6,4.0,AZ
46498,hbQ32n6zK2NHraMh2yIFLw,"['American (New)', 'American (Traditional)', 'Pizza', 'Restaurants']",Scottsdale,1,33.5780787,-111.9269931,85253,2,72,3.0,AZ
46502,QYiz7yfBCSy0cIHElDYnkw,"['Vegetarian', 'Restaurants', 'Soup', 'Salad', 'Breakfast & Brunch', 'Bagels', 'Sandwiches', 'Food']",Scottsdale,0,33.6396513,-111.8913939,85260,1,49,3.5,AZ
46504,O2SQOSkXLsWTSQtKmo7nGQ,"['Restaurants', 'Mexican']",Phoenix,1,33.4411294,-112.0759023,85003,1,12,3.5,AZ
46518,MsMe7gI4WZf6DjmQKqNweg,['Restaurants'],Phoenix,1,33.5710245,-112.0847,85021,1,6,4.0,AZ
46520,ec9mv9cUMObXqyh3yjgIbA,"['Seafood', 'Restaurants']",Phoenix,1,33.458382,-112.073555,85004,2,47,4.5,AZ
46522,8lH63_WY0kOFSZhMrgJXGg,"['Restaurants', 'Mexican']",Gilbert,0,33.379351,-111.7224908,85234,1,38,3.5,AZ
46523,l5TmmNH7rnfXHeL6tVCzyQ,"['Restaurants', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Food']",Gilbert,1,33.3588348,-111.7893496,85234,1,30,3.0,AZ
46529,x8_NelKV1JY5S5bN7mWJuQ,"['American (Traditional)', 'Breakfast & Brunch', 'Local Flavor', 'Restaurants']",Phoenix,1,33.5232267,-112.0232519,85016,2,161,3.5,AZ
46530,Szcr-yMxq76zRaSTUapAcw,"['Restaurants', 'Mexican', 'Fast Food']",Phoenix,1,33.4805568,-112.0217728,85016,1,22,3.5,AZ
46538,A6RVvwSwuh7wNcWkbGJhZw,"['Sandwiches', 'Restaurants']",Chandler,0,33.3056575,-111.8977551,85226,2,9,3.0,AZ
46542,tbOHWHBfOls8rx1-5Q_CNw,"['Restaurants', 'Fast Food', 'American (Traditional)']",Phoenix,1,33.8578568,-112.1131966,85086,1,15,2.5,AZ
46552,gotvSVEaPn_qHasAU33ejg,"['Indian', 'Vegetarian', 'Restaurants', 'Vegan']",Chandler,1,33.334688,-111.877793,85224,2,154,4.5,AZ
46554,_fTBHNW58xuw0MMbgZTz9w,"['Szechuan', 'Chinese', 'Food', 'Restaurants']",Phoenix,1,33.4553246223,-111.987886506,85008,2,67,3.0,AZ
46564,88ntJxZNxRIY8W_hji9pzg,"['Chinese', 'Restaurants', 'Szechuan']",Chandler,0,33.3401985168,-111.859687805,85224,2,84,3.5,AZ
46565,j-JE8jELAHBbg6MKeAGanw,"['Steakhouses', 'American (New)', 'Seafood', 'Gluten-Free', 'Barbeque', 'Restaurants']",Cave Creek,1,33.8337864,-111.9365255,85331,3,170,3.5,AZ
46570,aVvMVhCSNT3d4W37Ue1aUw,"['Restaurants', 'Modern European', 'Italian']",Phoenix,0,33.530322,-112.01424,85016,2,47,4.5,AZ
46573,5O02gK9VpnLZNC-aFnp6lQ,"['Sushi Bars', 'Seafood', 'Restaurants', 'Mexican']",Avondale,1,33.4484452976,-112.307947546,85323,2,57,4.0,AZ
46583,5OunmYzmHITIMyQNBkBTIw,"['American (New)', 'Restaurants', 'Cajun/Creole']",Chandler,0,33.3206091,-111.9663294,85226,2,4,4.0,AZ
46589,zPQesAWNB_FuL2Be1pPPlA,"['Salad', 'Restaurants', 'Buffets', 'Soup', 'Vegetarian']",Scottsdale,1,33.5384247,-111.8886914,85250,2,91,3.5,AZ
46593,l_Ncq1XfTmd9q_zvGQiW0g,"['American (New)', 'Nightlife', 'Bars', 'Restaurants', 'Lounges']",Scottsdale,1,33.5485674,-111.9163623,85258,2,12,3.0,AZ
46599,ITRBrOOVQJEgc5dbxV1Bbw,"['Mexican', 'Restaurants']",Tolleson,0,33.4508912,-112.2652084,85353,1,25,3.5,AZ
46605,V1CvqpVdyc1XkbQRPJqLCA,"['Mexican', 'Fast Food', 'Restaurants', 'Tex-Mex']",Phoenix,1,33.523988,-112.096501,85015,1,15,2.5,AZ
46606,WgpxfYBGWolWEK8IQmXFJQ,"['Cafes', 'Restaurants']",Chandler,0,33.3183691,-111.9276449,85226,2,110,4.5,AZ
46629,MP9QXuNTmxmYc39DqI4DYw,"['Restaurants', 'Sandwiches', 'Food', 'Juice Bars & Smoothies', 'Salad', 'Vegetarian']",Mesa,1,33.3800878,-111.7546369,85204,2,69,4.0,AZ
46631,AyNI6G0w3o51zp0tucE12A,"['Restaurants', 'Pizza']",Scottsdale,0,33.61855,-111.925063,85254,1,39,3.5,AZ
46633,yIJuo-bYlcEvzJZUVFXblQ,"['Restaurants', 'Chicken Wings', 'Pizza', 'Italian']",Chandler,1,33.3208935,-111.8419859,85225,2,18,2.5,AZ
46643,twrfUEK_7kTOLOL96oPYyw,"['Vegetarian', 'Mongolian', 'Vegan', 'Specialty Food', 'Restaurants', 'Buffets', 'Ethnic Food', 'Food', 'Asian Fusion', 'Chinese']",Chandler,1,33.2788302,-111.7904534,85286,2,108,4.0,AZ
46644,WBxR9IC6E9-4szNzq7_Y3Q,"['Restaurants', 'Thai']",Tempe,1,33.4078244,-111.9507664,85282,2,99,3.5,AZ
46645,c5vNPZlxyfxIC8l44SGmXg,"['Restaurants', 'Bagels', 'Food']",Cave Creek,1,33.7541809,-111.9903825,85331,1,58,2.5,AZ
46648,HCsceGqc3Y3SiUxcpzNuDA,"['Italian', 'Mexican', 'Kosher', 'Pizza', 'Restaurants']",Phoenix,0,33.5080653,-112.065452,85014,1,16,4.5,AZ
46657,UKQU7wYXCG2dikpoAV0BjA,"['Fast Food', 'Restaurants']",Peoria,1,33.5667842,-112.254037,85345,1,19,2.0,AZ
46660,BrtjhRqnwoirhbeXTvs26g,"['Food', 'Cuban', 'Restaurants', 'Cafes']",Chandler,0,33.3345642,-111.8427377,85225,2,132,4.0,AZ
46672,nsEO3MRzYLKfgtID7gvArw,"['Mexican', 'Restaurants']",Phoenix,1,33.5835406557,-112.134662756,85029,2,96,3.0,AZ
46682,TBai-x2Cl5ByfctML7q08g,"['Japanese', 'Restaurants', 'Fast Food']",Phoenix,1,33.446572,-111.977677,85034,1,14,3.5,AZ
46686,B0XmPmiqhTx75cvZgpyonQ,"['Food', 'Delis', 'Restaurants', 'Food Delivery Services', 'Sandwiches']",Glendale,1,33.6111562097,-112.185173536,85306,1,37,2.5,AZ
46687,z9KxcVoe6tQGyB_Zy0Umcg,"['Restaurants', 'Sushi Bars', 'Desserts', 'Food', 'Mexican']",Mesa,1,33.4157507906,-111.799099557,85203,2,19,4.0,AZ
46696,UGyEr_PMA-v1cuim0gMPlQ,"['Italian', 'Pizza', 'Restaurants']",Chandler,1,33.306832773,-111.885429716,85224,2,182,4.0,AZ
46703,QeNiUXHqUgiJJnM--UMNNg,"['Restaurants', 'Fast Food', 'Tex-Mex', 'Mexican']",Mesa,0,33.3907254,-111.8552892,85210,1,28,3.0,AZ
46714,4wQWc6N0VfwVqCNxrurrSQ,"['Restaurants', 'Sandwiches', 'Food', 'Food Delivery Services']",Scottsdale,1,33.5810795677,-111.887084262,85258,1,22,2.0,AZ
46727,9E1q2uEMd881wnruicNTUA,"['Sports Bars', 'Restaurants', 'Nightlife', 'Bars', 'American (Traditional)', 'Chicken Wings']",Scottsdale,1,33.5385580506,-111.890872625,85250,2,105,3.0,AZ
46742,Il21_URvlkQ89uUeGPGmaw,"['Restaurants', 'Burgers', 'Fast Food']",Phoenix,1,33.5815138,-112.1206917,85029,1,7,1.5,AZ
46743,BK3CTGXxDOSiDbVmNOCiQQ,"['Fast Food', 'Restaurants', 'Mexican']",Phoenix,1,33.8738718,-112.1502292,85086,1,15,2.0,AZ
46746,7_582HYkh5Ki9n5aWK8dmQ,"['Buffets', 'American (Traditional)', 'Restaurants', 'Pizza']",Mesa,1,33.3969224245,-111.787811816,85204,1,65,2.0,AZ
46754,YgTDjlEFRtLVVzg9G1bQbQ,"['Restaurants', 'Italian', 'Pizza']",Glendale,0,33.6247325,-112.1861135,85306,0,6,4.0,AZ
46755,s6KEoNC-rR79704_1ObFuw,"['Delis', 'Sandwiches', 'Fast Food', 'Restaurants']",Cave Creek,1,33.7955732,-111.9658905,85331,1,34,3.0,AZ
46759,TsguKRepJOvT-w8aI1XLTA,"['Restaurants', 'Sandwiches', 'American (New)', 'Pizza']",Scottsdale,0,33.6252063329,-111.941177845,85254,1,56,3.5,AZ
46764,qvQ-i1HgSloSJLkGnXsfhw,"['Restaurants', 'Pizza', 'Caterers', 'Event Planning & Services', 'Italian']",Phoenix,1,33.466124,-112.015464,85008,2,182,3.5,AZ
46774,82I9SSilxh3zL8F1UQ45Xw,"['Food', 'Restaurants', 'American (Traditional)', 'Bars', 'Sports Bars', 'Nightlife', 'Beer', 'Wine & Spirits', 'Breweries']",Phoenix,1,33.317170576,-111.976508211,85044,2,277,3.5,AZ
46779,ywNcBVVBtzAPXIOinskBPA,"['Burgers', 'Restaurants']",Chandler,1,33.3211852,-111.84115,85225,0,10,2.0,AZ
46788,qHdnwBp_EIQWNt8GdpHcjg,"['Sandwiches', 'Fast Food', 'Restaurants']",Chandler,1,33.3185608,-111.9258046,85224,1,4,3.0,AZ
46789,JcmL7-uLoRWSiHdTTN3Dtw,"['Restaurants', 'Steakhouses']",Chandler,0,33.279525,-111.790245,85249,2,4,3.0,AZ
46792,R_-HySPgngjVOqKOK9MtaQ,"['Restaurants', 'American (New)', 'Breakfast & Brunch', 'Fast Food', 'American (Traditional)', 'Diners']",Chandler,1,33.3066004187,-111.872536969,85224,1,49,3.0,AZ
46793,700A-sisAtKIqGEcR7gASg,"['Sandwiches', 'Restaurants', 'Soup', 'Salad']",Chandler,1,33.248227,-111.839767,85248,2,93,2.5,AZ
46795,4vkOZ0kW4Hor43XqqNc0Og,"['Restaurants', 'Thai']",Phoenix,1,33.4495994,-112.0754187,85003,2,167,3.5,AZ
46796,EhK37wNBtzk64S8kksL9Og,"['Breakfast & Brunch', 'Restaurants']",Phoenix,0,33.4549678,-112.0791022,85003,2,62,4.0,AZ
46798,-sAfscV-SWC278qqCNxraQ,"['Burgers', 'Breakfast & Brunch', 'Restaurants', 'Mexican', 'American (Traditional)']",Mesa,1,33.4252630602,-111.839565709,85201,1,15,3.0,AZ
46801,CqsJjzullOVp29m0l__k5Q,"['Salad', 'Soup', 'Thai', 'Restaurants']",Phoenix,1,33.5019465832,-112.08213497,85013,2,106,4.0,AZ
46802,UotZUkpcI0p2J8RUAD36Ng,"['Bars', 'Nightlife', 'American (New)', 'Beer', 'Wine & Spirits', 'Food', 'Cocktail Bars', 'Gastropubs', 'Restaurants', 'Lounges', 'Gluten-Free', 'Seafood']",Scottsdale,1,33.4966118344,-111.926354282,85251,2,322,4.5,AZ
46807,G4XcXQhdS9Pt39bVDdfVCg,"['Fast Food', 'Restaurants', 'Burgers']",Phoenix,1,33.4944917,-112.1283743,85017,1,9,1.0,AZ
